filename	sentence nr	sentence	paragraph nr	sentence nr in paragraph	words	matches	sentence density	vocabulary words matched	density (range=3,same_paragraph=True)	density (range=3,same_paragraph=False)	paragraph density	paragraph density median	paragraph density std
Leonard_Lettres	0	LETTRES DE DEUX AMANS, HABITANS DE LYON.	0	0	7	0	0.0	[]	0.0	0.0	0.0	0.0	0.0
Leonard_Lettres	1	LETTRE	1	0	1	0	0.0	[]	0.0	0.0	0.0	0.0	0.0
Leonard_Lettres	2	I.	1	1	1	0	0.0	[]	0.0	0.0	0.0	0.0	0.0
Leonard_Lettres	3	Thérese de Saint-Cyran	2	0	3	0	0.0	[]	0.0	0.0	0.0	0.0	0.0
Leonard_Lettres	4	à Constance d'Armiane.	2	1	4	0	0.0	[]	0.0	0.0	0.0	0.0	0.0
Leonard_Lettres	5	Quel départ, mon amie!	3	0	4	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	6	quel fâcheux voyage!	3	1	3	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	7	les heures ne finissent pas!	3	2	5	0	0.0	[]	0.058823529411764705	0.058823529411764705	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	8	Je n'ai jamais vu de si longues journées.	3	3	9	1	0.1111111111111111	[['long']]	0.041666666666666664	0.041666666666666664	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	9	Il me semble que je vais au bout du monde.	3	4	10	0	0.0	[]	0.038461538461538464	0.038461538461538464	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	10	Je regardais cette voiture qui roulait, etamp;	3	5	7	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	11	je disais: elle se donne bien du mouvement pour m'affliger!	3	6	11	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	12	Si j'étais seule, je m'en irais pleurant, etamp;	3	7	10	0	0.0	[]	0.027777777777777776	0.027777777777777776	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	13	ne voyant rien autour de moi: j'arriverois à Lyon pleine de ton image, etamp;	3	8	15	1	0.0666666666666666	[['ton']]	0.03125	0.03125	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	14	comme si je venais de te quitter....	3	9	7	0	0.0	[]	0.034482758620689655	0.034482758620689655	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	15	Enfin il faut se soumettre à tout.	3	10	7	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	16	Je vais retrouver une bonne maman;	3	11	6	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	17	je m'arrangerai pour être contente;	3	12	6	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	18	etamp;	3	13	1	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	19	si je puis oublier.... paix;	3	14	5	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	20	soyons sage;	3	15	2	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	21	ne touchons point cet article, etamp;	3	16	6	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	22	le reste viendra.	3	17	3	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	23	Je ne sais quelle langueur m'accable;	3	18	7	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	24	j'ai peine à tracer quelques mots de suite.	3	19	9	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	25	Charmante cousine! est-ce que tu me serais moins chère?	3	20	10	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	26	Non;	3	21	1	0	0.0	[]	0.05263157894736842	0.05263157894736842	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	27	mais j'ai le cœur triste, en vérité!	3	22	8	1	0.125	[['triste']]	0.05263157894736842	0.05263157894736842	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	28	Le temps est déplorable: la neige couvre les chemins etamp;	3	23	10	0	0.0	[]	0.08695652173913043	0.08695652173913043	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	29	le froid m'a transie.	3	24	5	1	0.2	[['froid']]	0.034482758620689655	0.034482758620689655	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	30	Me voilà dans l'auberge, au coin du feu, une plume à la main;	3	25	14	0	0.0	[]	0.038461538461538464	0.038461538461538464	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	31	je doute si tu pourras me lire;	3	26	7	0	0.0	[]	0.05128205128205128	0.05128205128205128	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	32	car l'encre, le papier, la plume, la main, la tête, le cœur, tout cela ne vaut rien.	3	27	18	2	0.1111111111111111	[['main'], ['tête']]	0.09375	0.09375	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	33	Mon père a dormi pendant la route;	3	28	7	1	0.1428571428571428	[['pendant']]	0.0967741935483871	0.0967741935483871	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	34	Mademoiselle Deschamps tenait un livre, etamp;	3	29	6	0	0.0	[]	0.03333333333333333	0.03333333333333333	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	35	moi je ne cessois de rêver: j'avais toujours devant moi la maison de ma chère tante;	3	30	17	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	36	je disais adieu à ma chambre, au jardin, à notre arbre favori.	3	31	12	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	37	Hélas!	3	32	1	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	38	ils ne me sont plus rien.	3	33	6	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	39	Ce n'est point Paris que je regrette assurément: mais nos entretiens, nos jeux, nos promenades, le plaisir d'être ensemble, etamp;	3	34	22	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	40	les délices d'une confiance réciproque, etamp;	3	35	7	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	41	l'inestimable douceur de penser de même, quand je ferais le tour de la terre, je ne les trouverais plus.	3	36	20	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
Leonard_Lettres	42	Que veulent dire ces regrets si violence, etamp;	3	37	8	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.04821354828519039
