filename	sentence nr	sentence	paragraph nr	sentence nr in paragraph	words	matches	sentence density	vocabulary words matched	density (range=3,same_paragraph=True)	density (range=3,same_paragraph=False)	paragraph density	paragraph density median	paragraph density std
Arnaud_Sentiment	0	Le lord Thaley entrait dans l'âge des passions;	0	0	9	0	0.0	[]	0.0	0.0	0.02666666666666667	0.0086206896551724	0.038146344076972524
Arnaud_Sentiment	1	il était né avec une âme droite, et beaucoup de sensibilité;	0	1	11	0	0.0	[]	0.01282051282051282	0.01282051282051282	0.02666666666666667	0.0086206896551724	0.038146344076972524
Arnaud_Sentiment	2	un rang élevé, de la fortune, une société de gens corrompus, c'est-à-dire la société du grand monde, la facilité de céder à ses penchans, tous ces ennemis du sentiment et de la raison étouffaient en lui la nature, qui, pour peu qu'on l'écoute, nous ramène toujours à la vérité et à la vertu;	0	2	58	1	0.0172413793103448	[['grand']]	0.024390243902439025	0.024390243902439025	0.02666666666666667	0.0086206896551724	0.038146344076972524
Arnaud_Sentiment	3	il brillait parmi ces étourdis qui vont se crever aux courses de Newmarket;	0	3	13	1	0.0769230769230769	[['briller']]	0.02564102564102564	0.02564102564102564	0.02666666666666667	0.0086206896551724	0.038146344076972524
Arnaud_Sentiment	4	l'Angleterre retentissait de ses paris exorbitans;	0	4	7	0	0.0	[]	0.023809523809523808	0.023809523809523808	0.02666666666666667	0.0086206896551724	0.038146344076972524
Arnaud_Sentiment	5	Handel le regardait comme un de ses partisans déclarés, et personne ne chassait le renard avec plus de grâce et d'adresse;	0	5	22	0	0.0	[]	0.020833333333333332	0.020833333333333332	0.02666666666666667	0.0086206896551724	0.038146344076972524
Arnaud_Sentiment	6	le modèle, en un mot, des beaux du jour, Thaley se distinguait par tous les agrément et les travers.	0	6	19	1	0.0526315789473684	[['beau']]	0.038461538461538464	0.038461538461538464	0.02666666666666667	0.0086206896551724	0.038146344076972524
Arnaud_Sentiment	7	Il possédait une très-belle terre dans le comté d'Essex.	0	7	11	1	0.0909090909090909	[['bel']]	0.06666666666666667	0.05405405405405406	0.02666666666666667	0.0086206896551724	0.038146344076972524
Arnaud_Sentiment	8	Sir Thoward était de toutes ses parties.	1	0	7	0	0.0	[]	0.058823529411764705	0.07142857142857142	0.03896103896103896	0.0238095238095238	0.051877490691825005
Arnaud_Sentiment	9	Ce gentilhomme avait la figure avantageuse, et un esprit séduisant;	1	1	10	1	0.1	[['figure']]	0.07692307692307693	0.07692307692307693	0.03896103896103896	0.0238095238095238	0.051877490691825005
Arnaud_Sentiment	10	c'était le professeur le plus éloquent du vice;	1	2	9	1	0.1111111111111111	[['éloquent']]	0.06451612903225806	0.06451612903225806	0.03896103896103896	0.0238095238095238	0.051877490691825005
Arnaud_Sentiment	11	il savait répandre des charmes sur les différentes matières qu'il traitait;	1	3	12	0	0.0	[]	0.047619047619047616	0.047619047619047616	0.03896103896103896	0.0238095238095238	0.051877490691825005
Arnaud_Sentiment	12	le plaisir parlait par sa bouche: il ne lui était donc pas difficile d'entraîner Thaley au gré de ses volontés.	1	4	21	1	0.0476190476190476	[['bouche']]	0.0196078431372549	0.0196078431372549	0.03896103896103896	0.0238095238095238	0.051877490691825005
Arnaud_Sentiment	13	Une âme jeune et enflammée est dépendante des sens, et elle reçoit aisément les impressions qui la flattent.	1	5	18	0	0.0	[]	0.02564102564102564	0.025	0.03896103896103896	0.0238095238095238	0.051877490691825005
Arnaud_Sentiment	14	Thaley,	2	0	1	0	0.0	[]	0.125	0.07142857142857142	0.02702702702702703	0.0	0.04418745275399303
Arnaud_Sentiment	15	après un dîner agréable avec ses amis, la tête échauffée d'images voluptueuses, se promenait seul dans une des allées de son parc;	2	1	23	3	0.1304347826086956	[['agréable'], ['tête'], ['voluptueux']]	0.07692307692307693	0.07692307692307693	0.02702702702702703	0.0	0.04418745275399303
Arnaud_Sentiment	16	elle le conduisit insensiblement à la maison de son fermier, que l'on appelait James.	2	2	15	0	0.0	[]	0.05357142857142857	0.05357142857142857	0.02702702702702703	0.0	0.04418745275399303
Arnaud_Sentiment	17	Il entre: toute la famille s'empresse à marquer sa joie d'être honorée d'une telle visite;	2	3	18	0	0.0	[]	0.0	0.0	0.02702702702702703	0.0	0.04418745275399303
Arnaud_Sentiment	18	le bon fermier présente ses enfants au lord, en lui disant: Mylord, ils doivent tout à vos bienfaits;	2	4	18	0	0.0	[]	0.0	0.0	0.02702702702702703	0.0	0.04418745275399303
Arnaud_Sentiment	19	je les élève pour vous consacrer leurs services;	2	5	8	0	0.0	[]	0.0	0.0	0.02702702702702703	0.0	0.04418745275399303
Arnaud_Sentiment	20	ils ne pourront acquitter la reconnaissance et le respect de leur père.	2	6	12	0	0.0	[]	0.02857142857142857	0.02857142857142857	0.02702702702702703	0.0	0.04418745275399303
Arnaud_Sentiment	21	Ce vieillard accompagnait ses expressions de ce ton de sentiment qui anime la véritable éloquence;	2	7	15	1	0.0666666666666666	[['ton']]	0.022727272727272728	0.022727272727272728	0.02702702702702703	0.0	0.04418745275399303
Arnaud_Sentiment	22	destiné dès le berceau à l'emploi de ministre, il avait fait d'excellentes études à Oxford;	2	8	17	0	0.0	[]	0.018867924528301886	0.018867924528301886	0.02702702702702703	0.0	0.04418745275399303
Arnaud_Sentiment	23	des disgracies inattendues l'avaient forcé d'embrasser un autre état: mais son caractère eut anobli les conditions les plus obscures.	2	9	21	0	0.0	[]	0.0	0.02040816326530612	0.02702702702702703	0.0	0.04418745275399303
Arnaud_Sentiment	24	Thaley jette les yeux sur les enfants de l'honnête fermier;	3	0	11	1	0.0909090909090909	[['oeil']]	0.041666666666666664	0.022222222222222223	0.06206896551724138	0.04545454545454545	0.07629201129426018
Arnaud_Sentiment	25	il est frappé à la vue de la plus jeune de ses filles.	3	1	13	0	0.0	[]	0.03333333333333333	0.03333333333333333	0.06206896551724138	0.04545454545454545	0.07629201129426018
Arnaud_Sentiment	26	Elle touchait à sa seiziéme année;	3	2	6	0	0.0	[]	0.0	0.0	0.06206896551724138	0.04545454545454545	0.07629201129426018
Arnaud_Sentiment	27	l'Irlande, si vantée pour ses beautés, n'en a point à nous opposer d'aussi ravissante.	3	3	17	0	0.0	[]	0.0	0.0	0.06206896551724138	0.04545454545454545	0.07629201129426018
Arnaud_Sentiment	28	Fanny était un ange descendu sur la terre;	3	4	8	0	0.0	[]	0.09090909090909091	0.09090909090909091	0.06206896551724138	0.04545454545454545	0.07629201129426018
Arnaud_Sentiment	29	la dignité même de l'âme éclatait sur son front ingénu, et la pudeur colorait ses joues de rose;	3	5	19	4	0.2105263157894736	[['front'], ['ingénu'], ['colorer'], ['joue']]	0.13513513513513514	0.13513513513513514	0.06206896551724138	0.04545454545454545	0.07629201129426018
Arnaud_Sentiment	30	toutes les grâces se réunissaient autour de sa bouche vermeille;	3	6	10	1	0.1	[['bouche']]	0.16279069767441862	0.16279069767441862	0.06206896551724138	0.04545454545454545	0.07629201129426018
Arnaud_Sentiment	31	elle avait la peau d'une blancheur éblouissante, les cheveux du plus beau châtain;	3	7	14	2	0.1428571428571428	[['peau'], ['beau']]	0.12121212121212122	0.12121212121212122	0.06206896551724138	0.04545454545454545	0.07629201129426018
Arnaud_Sentiment	32	le charme de ses yeux ne saurait se représenter;	3	8	9	1	0.1111111111111111	[['oeil']]	0.04918032786885246	0.04918032786885246	0.06206896551724138	0.04545454545454545	0.07629201129426018
Arnaud_Sentiment	33	il suffit de dire qu'on ne pouvait voir Fanny, sans éprouver à la fois deux sentiment rapides, celui de l'admiration et celui de l'amour: ce dernier fit de prompts ravages dans les sens du lord.	3	9	38	0	0.0	[]	0.02127659574468085	0.014925373134328358	0.06206896551724138	0.04545454545454545	0.07629201129426018
Arnaud_Sentiment	34	Fanny parla: chaque mot se lance en traits de flamme dans le cœur de Thaley, et achève de le subjuguer;	4	0	20	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	35	il veut donner des ordres à James: il n'est plus le seigneur, le maître deFanny, de la fille de son fermier;	4	1	22	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	36	il laisse échapper quelques expressions mal articulées;	4	2	7	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	37	Fanny l'avait troublé.	4	3	4	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	38	Le lord s'en retourne, transporté d'amour:-ah!	4	4	8	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	39	Thoward, c'en est fait, je ne suis plus à moi;	4	5	11	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	40	j'ai vu la beauté, la vertu, les grâces mêmes;	4	6	10	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	41	j'ai vu l'éternelle maîtresse de mon cœur: oui, divine Fanny, triomphez de toute ma fierté... mon ami, je voudrais passer ma vie à l'adorer, à lui parler de ma tendresse;	4	7	33	0	0.0	[]	0.018518518518518517	0.018518518518518517	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	42	il n'en peut être de plus pure, de plus vive.	4	8	11	1	0.0909090909090909	[['pur']]	0.022222222222222223	0.022222222222222223	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	43	Eh!	4	9	1	0	0.0	[]	0.020833333333333332	0.020833333333333332	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	44	Quelle est donc cette infante si admirable, lui dit sir Thoward avec un souris railleur?-C'est Fanny, la fille de mon fermier, faite pour être la reine, la souveraine du monde entier.-La fille d'un paysan!	4	10	36	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	45	Mon cher lord	4	11	3	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	46	,	4	12	0	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	47	tu extravagues	4	13	2	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	48	!	4	14	0	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	49	Voilà bien le langage des amant!-Sir Thoward, tréve de badinage.	4	15	10	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	50	Vous ne pouvez juger de ma passion: vous n'avez point vu Fanny.	4	16	13	0	0.0	[]	0.038461538461538464	0.038461538461538464	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	51	L'angélique créature!	4	17	3	1	0.3333333333333333	[['angélique']]	0.1111111111111111	0.1111111111111111	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	52	C'est une taille, un air, un son de voix! ...	4	18	11	2	0.1818181818181818	[['taille'], ['voix']]	0.2	0.2	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	53	Oh!	4	19	1	0	0.0	[]	0.09523809523809523	0.09523809523809523	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	54	Mon ami, ce trait restera toujours dans mon cœur!	4	20	9	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	55	Comment posséder Fanny?	4	21	3	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	56	Et j'en mourrai, si je ne la possède pas.-Qu'est-ce que tu dis?	4	22	15	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	57	Quoi!	4	23	1	0	0.0	[]	0.0967741935483871	0.0967741935483871	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	58	Tu mourras, si tu ne possédes pas la fille de ton fermier, de ton domestique!	4	24	15	3	0.2	[['mourir'], ['ton'], ['ton']]	0.17647058823529413	0.17647058823529413	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	59	Eh!	4	25	1	0	0.0	[]	0.125	0.125	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	60	Mon pauvre Thaley, tu perds entièrement la tête;	4	26	8	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	61	tu déraisonnes.	4	27	2	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	62	Qui t'empêche de te satisfaire?	4	28	6	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	63	Parle, ordonne, fais	4	29	3	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	64	-la venir, et... contente-toi: elle est trop heureuse de te plaire.-C'est toi, Thoward, qui n'y penses pas;	4	30	20	0	0.0	[]	0.0196078431372549	0.0196078431372549	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	65	tu veux que j'aille couvrir d'opprobre cette famille, qui s'étend sous ma protection, que j'abuse de mon autorité, que le fort écrase le faible!	4	31	28	1	0.0357142857142857	[['fort']]	0.034482758620689655	0.034482758620689655	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	66	Fanny est trop belle, pour n'être pas honnête.-Ma foi!	4	32	10	1	0.1	[['bel']]	0.043478260869565216	0.043478260869565216	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	67	Mon ami, l'amour fait d'étranges métamorphoses!	4	33	8	0	0.0	[]	0.06976744186046512	0.06976744186046512	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	68	Te voilà monté sur un ton de dignité que je ne passerais pas à un irlandais qui voudrait attirer dans ses filets quelque riche veuve.	4	34	25	2	0.08	[['ton'], ['riche']]	0.058823529411764705	0.058823529411764705	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	69	Comment!	4	35	1	0	0.0	[]	0.06451612903225806	0.06451612903225806	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	70	Mais... mais tu es plaisant!	4	36	5	0	0.0	[]	0.045454545454545456	0.045454545454545456	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	71	Ne vas-tu pas imaginer que ta Fanny est un trésor qu'on ne saurait acquérir?	4	37	16	1	0.0625	[['ton']]	0.03333333333333333	0.03333333333333333	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	72	De l'argent, mon cher Thaley, de l'argent!	4	38	9	0	0.0	[]	0.08571428571428572	0.08571428571428572	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	73	James t'aura de grandes obligations, et la petite Fanny...	4	39	10	2	0.2	[['grand'], ['petit']]	0.08695652173913043	0.08695652173913043	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	74	entre nous, là, crois	4	40	4	0	0.0	[]	0.09523809523809523	0.09523809523809523	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	75	-tu qu'elle en soit bien fâchée?	4	41	7	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	76	...	4	42	0	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	77	Avec ces sortes de gens	4	43	5	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	78	...	4	44	0	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	79	-Thoward, Thoward, l'esprit t'a gâté;	4	45	7	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	80	ce sont ces sortes de gens, qui ont de la vertu, et James voudrait-il m'abandonner sa fille, son honneur, pour de l'argent?	4	46	25	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	81	Non, Thoward, non, je n'irai pas déchirer ce cœur paternel;	4	47	11	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	82	je ne puis m'y résoudre.	4	48	6	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	83	Et comment oserais-je proposer?	4	49	5	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	84	... Fanny...	4	50	1	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	85	mon ami, il faut l'oublier;	4	51	6	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	86	je l'aime déjà assez pour la respecter.	4	52	8	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	87	Thoward l'interrompit par des éclats de rire:-du respect aussi?	4	53	10	0	0.0	[]	0.0	0.0	0.028225806451612902	0.0	0.06493413857302154
Arnaud_Sentiment	88	Extravagant!	5	0	1	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	89	Il ne te manquait plus que cette sottise.	5	1	8	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	90	Oh!	5	2	1	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	91	Voilà une passion bien établie!	5	3	5	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	92	Allons, mon cher, prends courage.	5	4	5	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	93	Depuis quand l'espérance n'est-elle plus à la suite de l'amour?	5	5	14	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	94	James avait donné une éducation cultivée à sa fille;	5	6	9	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	95	on la citoit dans tout le district du comté d'Essex, comme un exemple de grâces et de sagesse;	5	7	19	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	96	un de ses parents, ministre d'un village voisin de la ferme, avait pris plaisir à l'instruire et à la former;	5	8	22	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	97	elle lui devait des connaissances au-dessus de son âge.	5	9	9	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	98	Les leçons du ministre n'avaient pas empêché Fanny d'avoir un cœur, et elle le sentit à la vue du jeune lord.	5	10	23	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	99	Il était revenu plusieurs fois chez le fermier, et chaque fois il trouvait de nouveaux charmes à Fanny;	5	11	18	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	100	il devenait rêveur;	5	12	3	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	101	tout l'art de la plaisanterie de Thoward ne pouvait le tirer de cet état;	5	13	15	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	102	cette mélancolie, qui naît de la tendresse, est peut-être la première des voluptés: c'est le caractère du véritable amour.	5	14	20	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	103	Le sentiment fuit la dissipation et la joie;	5	15	8	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	104	il tire ses forces de la solitude, et rien n'approche de la douceur de ses larmes.	5	16	17	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	105	Un jour Fanny présente un bouquet à Thaley.	5	17	8	0	0.0	[]	0.0	0.0	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	106	Monseigneur, lui dit-elle en rougissant, je voudrais bien que ces fleurs fussent plus belles;	5	18	15	0	0.0	[]	0.02631578947368421	0.02631578947368421	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	107	je les ai choisies exprès pour votre grâce .-Des fleurs de votre main, divine Fanny!	5	19	15	1	0.0666666666666666	[['main']]	0.02857142857142857	0.02857142857142857	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	108	Elles seront contre mon cœur.	5	20	5	0	0.0	[]	0.05	0.07407407407407407	0.004166666666666667	0.0	0.014547859349066142
Arnaud_Sentiment	109	Cette réponse pénétra l'âme de Fanny;	6	0	7	1	0.1428571428571428	[['pénétrer']]	0.25	0.19047619047619047	0.058823529411764705	0.0	0.1058775697751339
Arnaud_Sentiment	110	son beau teint se colora d'une nouvelle rougeur.	6	1	9	3	0.3333333333333333	[['beau'], ['teindre'], ['colorer']]	0.14814814814814814	0.14814814814814814	0.058823529411764705	0.0	0.1058775697751339
Arnaud_Sentiment	111	De retour chez lui, Thaley couvre ces fleurs de mille baisers;	6	2	11	0	0.0	[]	0.0967741935483871	0.0967741935483871	0.058823529411764705	0.0	0.1058775697751339
Arnaud_Sentiment	112	il leur parle, comme s'il eût parlé à Fanny même.	6	3	11	0	0.0	[]	0.0	0.0	0.058823529411764705	0.0	0.1058775697751339
Arnaud_Sentiment	113	Tu ne sens pas, disait-il à Thoward, tout le charme attaché à ce bouquet!	6	4	15	0	0.0	[]	0.0	0.0	0.058823529411764705	0.0	0.1058775697751339
Arnaud_Sentiment	114	C'est l'amour que je respire.	6	5	7	0	0.0	[]	0.0	0.0	0.058823529411764705	0.0	0.1058775697751339
